clean_review,verified_purchase_encoded,review_length_bin,sentiment
great last got kids year light use failed wont turn hours tech support told would buy new ones parents spend little extra get ipad mini good protective case last years longer controls built ipads actually better permit kids go certain websites first time ive seriously disappointed amazon,0,Medium,0
love play around time,1,Short,1
mom loved christmas gift,1,Short,1
needed interface cant install google play software already paid without rooting thing freetime app comes installed makes easy easy kids fill small storage nothing works example wifi keeps shutting storage full,0,Medium,0
new unused offon button work things instructions videos user guide nothing worked called talked nice person sent back replacement instead sending brand new kindle received refurbished one one worked didnt charger plug found would pay extra happy camper,1,Medium,0
wonderful love,0,Short,1
everything wanted extremely happy,0,Short,1
sound went kindle reason response fix amazon second kindle rather disappointed,1,Short,0
kindle fire hd wonderful screen clarity color amazing gift husband great gift,1,Short,1
product met excepted expectations cant say enough good things,0,Short,1
screen died last kindle fire year two use purchased new one already problems first,1,Short,0
great gifts kindle household love,1,Short,1
clearer cameralove,1,Short,1
unaware current tablet meeting needs getting new fire however since last tablet android assumed would able add similar apps nook fire wrong nook books dying tablet way read new fire tablet hey amazon get program add nook app like havent made buying amazon easy one click something sure books kindle edition nook must rush read nook books go buy nook reader,0,Long,1
best tablet size price range youll find market,0,Short,1
awesome deal,0,Short,1
really enjoy kindlegood sizeeasy setup even technically challenged melight weightquick charge definitely recommend,1,Short,1
love got great price mokes makes love itore,0,Short,1
love playgames search items,1,Short,1
far love,0,Short,1
new kindle belongs annette dipsolo bought visa using namewhy registered husband gave older one,1,Short,0
bought nineyearold far good accidentally drops everywhere luckily damage yet son uses timer function reads great motivator gadget getting read much also opportunity explore audiobooks tablet like color personalization option like son sense individualism things one thing dont like kindle fire constant advertisements one types password whether connected wifi,1,Medium,1
disappointed product quality features frustrated bought ipad instead,0,Short,0
great price amazon prime day,0,Short,1
second kindle fire buy another one son broke first one missed much,1,Short,1
great use within amazon ecosystem start venturing inevitably disappointed google apps support means official apps appear fire hd tablets often languish long periods time without updates leaving fire hd users wondering ever get current experience amazon apps works fine lack storage noticeable anticipated gb higher fine gb way way small fine cheap tablet amazon look android tablet likely disappointed,1,Long,0
replace kindle fire lost little disappointed one later generation much better getting used learning like much better gotten larger one would happier graphics good quality oh price perfect actually love,0,Medium,1
third kindle cant say enough price fantastic,1,Short,1
getting hang never used one fun,1,Short,1
meets needs fun,0,Short,1
great product convenient size,1,Short,1
awesome tech toy lots apps beautiful display extremely user friendly huge bang buck well worth money,1,Short,1
